id_venta,id_pedido,fecha_registro_cliente,canal_venta,categoria_producto,producto,cantidad,precio_unitario,subtotal_linea,tipo_pedido,con_reservacion,id_mesa,ubicacion_mesa,tipo_mesa,fecha_reservacion,estado_reservacion,fecha_pedido,hora_pedido,estado_pedido,metodo_pago,estado_pago,subtotal_pedido,impuestos,total_pedido,tiempo_entrega_min,calificacion_servicio,tipo_cliente,origen_ecommerce,cliente_id_anon
1053,1431,2026-04-17,presencial (mostrador),repostería,muffin de arándano,2,42.3,84.6,para llevar,false,,nan,nan,nan,nan,2026-06-13,18:35:00,entregado,transferencia,pagado,348.07,55.69,403.76,29.0,4.0,vip,False,a46e37632fa6
3128,2259,2025-09-25,página web,bebidas calientes,infusión de manzanilla,3,44.81,134.43,para llevar,false,,nan,nan,nan,nan,2026-08-17,13:15:00,entregado,nan,pagado,134.43,21.51,155.94,8.0,5.0,frecuente,True,39fa9ec190ee
3186,2286,2025-03-31,página web,bebidas frías,limonada,2,31.09,62.18,en el lugar,false,14.0,???,grupal,nan,nan,2025-07-15,14:25:00,entregado,pago en línea,pagado,164.75,26.36,191.11,29.0,5.0,recurrente,True,d4735e3a265e
3339,2345,2026-03-31,página web,café frío,frappuccino de caramelo,3,47.87,143.61,en el lugar,true,14.0,salón principal,grupal,2026/05/06,cancelada,2026-05-09,13:00:00,en preparación,nan,pagado,143.61,22.98,166.59,15,,vip,True,5cf4e26bd3d8
1922,1777,2026-01-26,página web,bebidas frias,té helado,1,39.06,39.06,en el lugar,false,6.0,nan,grupal,nan,nan,2026-07-20,11:30:00,entregado,pago en línea,pagado,156.59,25.05,181.64,22.0,2.0,vip,True,d86580a57f7b
1537,1623,2025-09-01,página web,café frío,frappuccino de caramelo,2,53.46,106.92,para llevar,false,,nan,nan,nan,nan,2026-04-29,14:05:00,entregado,pago en línea,pagado,106.92,17.11,124.03,36.0,4.0,frecuente,True,37c20f19f327
3499,2410,2025-06-08,página web,café frío,frappé de café,1,50.47,50.47,en el lugar,false,10.0,terraza,individual,nan,nan,2025-11-10,18:35:00,entregado,pago en línea,pagado,50.47,8.08,58.55,43.0,2.0,frecuente,True,43974ed74066
818,1333,2025-09-29,página web,café caliente,capuchino,2,-39.8,79.6,para llevar,false,,nan,nan,nan,nan,2025-11-29,17:40:00,listo,nan,pagado,23664.318093698705,63.28,9615.202657691085,15.0,,frecuente,True,f5ca38f748a1
2523,2015,2026-04-12,página web,alimentos,panini de jamón y queso,2,72.57,145.14,en el lugar,true,6.0,zona de estudio,grupal,2026-07-12,completada,2026-07-14,19:25:00,listo,pago en línea,pagado,447.0,71.52,518.52,30.0,,vip,True,1dfacb2ea5a0
394,1164,2025-06-25,página web,café  frío,café helado,3,62.67,188.01,en el lugar,true,2.0,salón principal,grupal,2026-02-24,completada,2026-02-25,10:45:00,entregao,efectivo,pagado,188.01,30.08,218.09,44.0,2.0,vip,True,e629fa6598d7
3089,2239,2025-01-18,página web,alimentos,panini de jamón y queso,3,63.25,189.75,en el lugar,false,12.0,barra,grupal,nan,nan,2026-06-20,10:20:00,entregado,pago en línea,pagado,536.89,85.9,622.79,15,6.0,frecuente,True,be47addbcb8f
2258,1910,2025-06-06,presencial (mostrador),alimentos,panini de jamón y queso,1,58.61,58.61,en el lugar,true,4.0,salón principal,individual,2026-02-22,completada,2026-02-23,17:55:00,entregado,efectivo,pagado,131.25,21.0,152.25,43.0,5.0,frecuente,False,d80eae6e96d1
3092,2240,2026-03-23,página web,café caliente,capuchino,1,54.85,54.85,en el lugar,false,10.0,salón principal,grupal,nan,nan,2026-07-05,19:45:00,entregado,pago en línea,pagado,176.11,28.18,204.29,33.0,4.0,frecuente,True,cba28b89eb85
1484,1601,2025-03-07,presencial (mostrador),bebidas calientes,infusión de manzanilla,2,38.38,76.76,en el lugar,false,14.0,barra,grupal,nan,nan,2025-06-12,08:15:00,listo,tarjeta,pagado,308.93,49.43,358.36,37.0,,frecuente,False,aea92132c4cb
1905,1773,2025-04-27,presencial (mesero),repostería,muffin de arándano,2,59.82,119.64,para llevar,false,,nan,nan,nan,nan,2025-10-09,07:10:00,entregado,efectivo,pagado,26124.689168320427,69.86,10614.908762516634,19.0,4.0,frecuente,False,38b2d03f3256
1988,1802,2026-03-16,página web,bebidas frías,refresco de cola,1,21.86,21.86,en el lugar,false,7.0,terraza,grupal,nan,nan,2026-04-08,11:15:00,listo,transferencia,pagado,155.76,24.92,180.68,37.0,,frecuente,True,79d6eaa26761
1085,1443,2026-04-25,presencial (mesero),café frío,frappé de café,1,39.64,39.64,para llevar,false,,nan,nan,nan,nan,2026-06-29,20:45:00,entregado,transferencia,pagado,236.9,37.9,274.8,15,5.0,recurrente,False,b7a56873cd77
2892,2162,2025-08-14,página web,café caliente,americano,2,45.31,90.62,en el lugar,false,13.0,barra,grupal,nan,nan,2025-12-19,09:20:00,entregado,pago en línea,pagado,411.76,65.88,477.64,44.0,5.0,frecuente,True,85daaf6f7055
367,1152,2026-05-28,presencial (mostrador),bebidas calientes,té verde,2,,51.52,en el lugar,false,14.0,terraza,grupal,nan,nan,2026-06-10,10:40:00,entregado,efectivo,pagado,299.35,47.9,347.25,32.0,5.0,vip,False,59e19706d51d
3209,2295,2025-05-12,presencial (mesero),bebidas calientes,infusión de manzanilla,2,29.31,58.62,para llevar,false,,nan,nan,nan,nan,2025-11-07,15:30:00,entregado,tarjeta,pagado,452.4,72.38,524.78,22.0,4.0,frecuente,False,86e501496586
2026,1816,2025-05-04,presencial (mesero),alimentos,ensalada césar,2,92.63,185.26,en el lugar,true,20.0,barra,grupal,2026-03-30,completada,2026-03-31,20:45:00,entregado,transferencia,pagado,525.26,84.04,609.3,19.0,5.0,frecuente,False,5d389f5e2e34
458,1187,2025-08-21,presencial (mostrador),café frío,frappé de café,1,43.46,43.46,para llevar,false,,nan,nan,nan,nan,2026-01-07,18:45:00,entregado,transferencia,pagado,2600.382463595817,6.95,1056.502824827167,8.0,4.0,frecuente,False,f8809aff4d69
1174,1478,2026-02-15,página web,repostería,muffin de arándano,1,52.48,52.48,en el lugar,true,16.0,zona de estudio,individual,2026-02-15,completada,02-18-2026,14:00:00,listo,pago en línea,pagado,121.78,19.48,141.26,15,,vip,True,4ec9599fc203
1165,1474,2026-07-18,pagina web,bebidas frías,agua mineral,2,33.27,66.54,en el lugar,false,17.0,salón principal,individual,nan,nan,2026-07-25,07:00:00,listo,pago en línea,pagado,353.2,56.51,409.71,29.0,,frecuente,True,3068430da9e4
3749,2498,2025-04-20,presencial (mostrador),bebidas frías,jugo de naranja,3,34.23,102.69,en el lugar,false,17.0,terraza,individual,nan,nan,2025-07-06,07:10:00,entregado,tarjeta,pagado,214.49,34.32,248.81,15,5.0,frecuente,False,a21855da08cb
185,1074,2025-09-23,presencial (mesero),bebidas calientes,chocolate caliente,2,31.97,63.94,para llevar,false,,nan,nan,nan,nan,2026-06-06,09:25:00,entregado,efectivo,pagado,3825.781286753717,10.23,1554.4696393063075,21.0,,frecuente,False,0fd42b3f73c4
1230,1499,2025-09-09,presencial (mostrador),café frío,cold brew,1,-46.38,46.38,en el lugar,false,1.0,barra,individual,nan,nan,2025-09-27,10:55:00,entregado,nan,pagado,389.07,62.25,451.32,10.0,4.0,frecuente,False,8d27ba37c5d8
3311,2332,2026-05-10,página web,repostería,concha,1,48.32,48.32,para llevar,false,,nan,nan,nan,nan,2026-05-27,08:10:00,entregado,pago en línea,pagado,538.34,86.13,624.47,12.0,4.0,frecuente,True,7045d16ae7f0
1004,1408,2025-11-22,página web,bebidas calientes,infusión de manzanilla,2,,58.7,en el lugar,false,4.0,zona de estudio,pareja,nan,nan,2026-01-18,12:50:00,entregado,nan,pagado,58.7,9.39,68.09,40.0,2.0,frecuente,True,8bcbb4c131df
1136,1462,2025-05-11,presencial (mesero),café frío,frappé de café,2,59.08,118.16,en el lugar,true,9.0,terraza,grupal,2025-06-10,completada,2025-06-13,13:20:00,entregado,tarjeta,pagado,212.67,34.03,246.7,18.0,5.0,frecuente,False,6e4001871c0c
1613,1657,2025-09-24,presencial (mostrador),alimentos,sandwich club,1,47.11,47.11,para llevar,false,,nan,nan,nan,nan,2026-01-24,07:50:00,entregado,transferencia,pagado,238.0,38.08,276.08,32.0,5.0,recurrente,False,a665a4592042
271,1111,2025-02-21,presencial (mesero),alimentos,bagel con queso crema,1,47.68,47.68,en el lugar,false,3.0,zona de estudio,grupal,nan,nan,2025/08/14,13:10:00,cancelado,tarjeta,pendiente,259.11,41.46,300.57,15,,frecuente,False,02d20bbd7e39
466,1191,2026-01-25,página web,cafè caliente,capuchino,3,45.4,136.2,para llevar,false,,nan,nan,nan,nan,30-apr-26,19:05:00,entregado,pago en línea,pagado,8149.38084541533,21.79,3311.18590149661,14.0,4.0,frecuente,True,e5b861a6d8a9
2820,2133,2025-10-28,presencial (mostrador),bebidas frías,refresco de cola,3,33.63,100.89,en el lugar,true,17.0,barra,individual,2025-11-27,cancelada,2025-11-30,12:35:00,entregado,tarjeta,pagado,385.36,61.66,447.02,29.0,4.0,frecuente,False,670671cd9740
2351,1948,2025-03-24,página web,alimentos,panini de jamón y queso,2,69.22,138.44,para llevar,false,,nan,nan,nan,nan,2025-08-10,16:45:00,entregado,pago en línea,pagado,423.43,67.75,491.18,44.0,5.0,frecuente,True,68519a9eca55
3696,2480,2026-03-25,presencial (mostrador),café caliente,americano,2,44.89,89.78,para llevar,false,,nan,nan,nan,nan,2026-04-11,15:30:00,entregado,tarjeta,pagado,299.46,47.91,347.37,27.0,5.0,frecuente,False,7a61b53701be
2621,2055,2025-09-12,presencial (mesero),bebidas calientes,infusión de manzanilla,3,28.46,85.38,para llevar,false,,nan,nan,nan,nan,2025-12-05,12:20:00,entregado,nan,pagado,223.42,35.75,259.17,29.0,4.0,vip,False,25fc0e7096fc
1259,1511,2025-01-01,página web,alimentos,bagel con queso crema,3,81.67,245.01,en el lugar,false,19.0,terraza,grupal,nan,nan,05-sep-25,18:20:00,entregado,pago en línea,pagado,567.0,90.72,657.72,8.0,,frecuente,True,ad48ff99415b
2465,1993,2025-02-06,página web,café caliente,café de olla,2,42.01,84.02,en el lugar,false,5.0,terraza,pareja,nan,nan,2025-07-28,08:10:00,en preparación,pago en línea,pagado,120.85,19.34,140.19,15,,frecuente,True,fc56dbc6d465
1045,1428,2026-06-10,página web,bebidas calientes,infusión de manzanilla,1,38.74,38.74,para llevar,false,,nan,nan,nan,nan,2026-06-28,07:15:00,entregado,pago en línea,pagado,73.58,11.77,85.35,26.0,5.0,frecuente,True,9f484139a274
3541,2425,2026-03-15,presencial (mesero),bebidas caliente,infusión de manzanilla,1,34.56,34.56,en el lugar,true,18.0,salón principal,grupal,2026-07-23,completada,2026-07-24,08:10:00,entregado,tarjeta,pagado,34.56,5.53,40.09,21.0,4.0,frecuente,False,1be00341082e
1903,1772,2025-07-06,presencial (mesero),alimentos,sandwich club,1,89.57,89.57,para llevar,false,,???,nan,nan,nan,2025-11-04,20:40:00,entregado,transferencia,pagado,331.55,53.05,384.6,45.0,,frecuente,False,2c7d5490e605
319,1135,2025-08-13,presencial (mesero),café caliente,café de olla,3,46.06,138.18,en el lugar,false,12.0,barra,pareja,nan,nan,2025-11-22,16:15:00,entregado,transferencia,pagado,379.88,60.78,440.66,22.0,2.0,vip,False,785f3ec7eb32
221,1088,2025-04-16,página web,repostería,dona glaseada,2,26.91,53.82,en el lugar,false,20.0,zona de estudio,grupal,nan,nan,2025-08-20,11:50:00,entregado,pago en línea,pagado,251.0,40.16,291.16,41.0,4.0,frecuente,True,210e3b160c35
27,1012,2025-07-03,presencial (mostrador),alimentos,panini de jamón y queso,2,76.57,153.14,en el lugar,false,15.0,zona de estudio,grupal,nan,nan,2025-10-01,19:50:00,entregado,tarjeta,pagado,153.14,24.5,177.64,30.0,4.0,vip,False,98a3ab7c340e
1538,1624,2025-12-29,presencial (mostrador),repostería,croissant,1,37.25,37.25,en el lugar,false,7.0,zona de estudio,individual,nan,nan,2026-05-30,19:00:00,entregado,efectivo,pagado,234.5,37.52,272.02,36.0,5.0,vip,False,71ee45a3c0db
215,1086,2025-09-06,página web,café caliente,latte,2,46.74,93.48,en el lugar,true,3.0,terraza,individual,2025-10-01,completada,2025-10-02,13:50:00,entregado,pago en línea,pagado,352.68,56.43,409.11,16.0,5.0,frecuente,True,d2f483672c02
2120,1854,2025-11-20,página web,café frío,-,3,,113.7,en el lugar,false,4.0,barra,pareja,nan,nan,2025-12-27,19:35:00,entregado,pago en línea,pagado,306.45,49.03,355.48,15,4.0,frecuente,True,81b8a03f97e8
2898,2164,2025-01-22,presencial (mostrador),alimentos,sandwich club,1,-72.8,72.8,en el lugar,true,13.0,terraza,pareja,2025-04-21,cancelada,22 de april de 2025,07:15:00,listo,efectivo,pagado,215.17,34.43,249.6,16.0,,frecuente,False,6af1f692e949
2593,2043,2025-12-27,presencial (mostrador),café frío,sin dato,3,53.85,161.55,para llevar,false,,nan,nan,nan,nan,2026/04/30,16:35:00,entregado,efectivo,pagado,388.25,62.12,450.37,15.0,2.0,frecuente,False,5966abd0cbfc
2190,1885,2025-06-08,página web,alimentos,panini de jamón y queso,3,68.03,204.09,en el lugar,false,14.0,nan,individual,nan,nan,2025-08-30,09:45:00,entregado,pago en línea,pagado,371.13,59.38,430.51,27.0,5.0,frecuente,True,2858dcd1057d
3083,2238,2025-10-09,página web,café frío,café helado,3,44.91,134.73,en el lugar,false,16.0,salón principal,pareja,nan,nan,2026-05-05,17:35:00,entregado,pago en línea,pagado,361.11,57.78,418.89,25.0,4.0,recurrente,True,6b86b273ff34
1139,1464,2025-06-28,presencial (mostrador),repostería,muffin de arándano,2,51.38,102.76,para llevar,false,,nan,nan,nan,nan,2026-03-25,07:25:00,entregado,tarjeta,pagado,387.69,62.03,449.72,39.0,1.0,frecuente,False,e3d6c4d4599e
3487,2405,2026-05-26,página web,café frío,frappé de café,2,38.89,77.78,para llevar,false,,nan,nan,nan,nan,2026-06-14,15:45:00,entregado,nan,pagado,309.53,49.52,359.05,36.0,4.0,frecuente,True,d6061bbee6cf
734,1302,2026-01-25,página web,repostería,dona glaseada,2,42.3,84.6,en el lugar,false,15.0,barra,individual,nan,nan,2026-03-09,16:05:00,entregado,pago en línea,pagado,386.37,61.82,448.19,19.0,5.0,frecuente,True,4621c1d55fa4
1593,1649,2026-01-30,presencial (mostrador),repostería,dona glaseada,2,38.07,76.14,para llevar,false,,nan,nan,nan,nan,2026-04-26,17:20:00,entregado,efectivo,pagado,186.81,29.89,216.7,28.0,5.0,vip,False,cd70bea023f7
797,1324,2026-04-27,página web,bebidas frías,jugo de naranja,1,26.25,26.25,para llevar,false,,nan,nan,nan,nan,2026-07-25,12:50:00,entregado,pago en línea,pagado,241.1,38.58,279.68,0.0,,vip,True,e0f05da93a0f
1437,1581,2025-04-17,presencial (mesero),bebidas frías,agua mineral,1,39.09,39.09,en el lugar,false,19.0,salón principal,individual,nan,nan,2026-05-16,20:45:00,listo,efectivo,pagado,181.85,29.1,210.95,21.0,,frecuente,False,49d180ecf561
3312,2333,2025-05-19,página web,repostería,brownie,2,52.33,104.66,para llevar,false,,nan,nan,nan,nan,2026-01-07,14:25:00,entregado,pago en línea,pagado,104.66,16.75,121.41,14.0,5.0,frecuente,True,c0509a487a18
2288,1920,2025-09-29,página web,café caliente,americano,3,51.93,155.79,en el lugar,false,13.0,nan,individual,nan,nan,2026-03-02,10:50:00,entregado,transferencia,pagado,316.29,50.61,366.9,15,4.0,frecuente,True,d029fa3a95e1
292,1122,2026-06-06,página web,repostería,concha,1,38.53,38.53,para llevar,false,,nan,nan,nan,nan,2026-08-05,16:40:00,en preparación,pago en línea,pagado,38.53,6.16,44.69,15,,vip,True,b4944c6ff08d
2581,2039,2025-01-06,presencial (mostrador),alimentos,bagel con queso crema,2,74.76,149.52,para llevar,false,,nan,nan,nan,nan,2025-03-04,08:10:00,entregado,tarjeta,pagado,396.66,63.47,460.13,14.0,1.0,frecuente,False,454f63ac30c8
1510,1612,2026-04-30,presencial (mostrador),café caliente,capuchino,2,37.59,75.18,para llevar,false,,nan,nan,nan,nan,2026-07-28,17:30:00,entregado,tarjeta,pagado,117.76,18.84,136.6,33.0,5.0,vip,False,44cb730c4204
264,1109,2025-02-06,página web,repostería,croissant,2,47.27,94.54,en el lugar,false,20.0,salón principal,grupal,nan,nan,2026-03-13,20:45:00,entregado,efectivo,pagado,276.0,44.16,320.16,21.0,5.0,frecuente,True,eb624dbe56eb
1399,1565,2026-03-17,presencial (mostrador),repostería,pay de queso,3,55.29,165.87,en el lugar,false,13.0,barra,grupal,nan,nan,2026-03-20,11:25:00,en preparación,tarjeta,pagado,218.45,34.95,253.4,15,,frecuente,False,7b1a278f5abe
1832,1741,2025-09-29,presencial (mesero),café caliente,mocaccino,1,48.21,48.21,en el lugar,false,3.0,salón principal,pareja,nan,nan,10/11/2025,12:10:00,cancelado,nan,reembolsado,266.16,42.59,308.75,15,,nuevo,False,9f14025af006
1502,1608,2026-05-06,presencial (mostrador),café caliente,latte,3,44.71,134.13,en el lugar,true,20.0,salón principal,grupal,2026-05-20,completada,2026-05-22,08:40:00,entregado,transferencia,pagado,281.55,45.05,326.6,18.0,5.0,vip,False,0fecf9247f3d
2900,2165,2025-05-17,presencial(mesero),alimentos,ensalada césar,1,-62.22,62.22,en el lugar,true,15.0,barra,individual,2025-07-16,completada,2025-07-18,11:30:00,listo,transferencia,pagado,334.8,53.57,388.37,14.0,,frecuente,False,482d9673cfee
3196,2291,2025-01-27,presencial (mostrador),café frío,café helado,2,55.83,111.66,en el lugar,false,13.0,nan,grupal,nan,nan,2025-04-15,15:55:00,entregado,transferencia,pagado,279.87,44.78,324.65,9.0,4.0,frecuente,False,011af72a910a
1423,1574,2026-05-13,página web,café caliente,espresso,3,,103.68,en el lugar,true,12.0,nan,pareja,2026-05-12,cancelada,2026-05-15,20:55:00,entregado,pago en línea,pagado,225.06,36.01,261.07,45.0,4.0,vip,True,c6f3ac57944a
1776,1717,2026-07-07,página web,bebidas calientes,té chai,2,44.52,89.04,en el lugar,false,7.0,nan,grupal,nan,nan,11 de july de 2026,09:10:00,entregado,pago en línea,pagado,504.91,80.79,585.7,15,4.0,frecuente,True,76a50887d8f1
1553,1629,2025-03-25,página web,bebidas calientes,chocolate caliente,2,-36.37,72.74,para llevar,false,,nan,nan,nan,nan,2026-03-21,10:30:00,listo,pago en línea,pagado,416.15,66.58,482.73,37.0,,frecuente,True,3e1e967e9b79
1445,1585,2025-05-10,página web,cafe caliente,capuchino,2,47.7,95.4,en el lugar,false,14.0,zona de estudio,individual,nan,nan,30/11/2025,20:05:00,cancelado,pago en línea,reembolsado,17645.025046350816,47.18,7169.380803746821,15,,frecuente,True,620c9c332101
175,1069,2026-07-20,presencial (mostrador),repostería,muffin de arándano,1,46.11,46.11,para llevar,false,,nan,nan,nan,nan,2026-08-15,16:30:00,entregado,transferencia,pagado,115.27,18.44,133.71,26.0,2.0,recurrente,False,bc52dd634277
671,1277,2025-05-10,presencial (mesero),bebidas frías,limonada,3,36.63,109.89,en el lugar,true,12.0,terraza,grupal,2026-02-10,cancelada,12 de february de 2026,12:25:00,entregado,nan,pagado,352.77,56.44,409.21,41.0,3.0,frecuente,False,396f80444382
1489,1603,2025-05-14,página web,repostería,brownie,1,42.4,42.4,para llevar,false,,nan,nan,nan,nan,2026-05-27,19:15:00,en preparación,pago en línea,pagado,239.27,38.28,277.55,15,,recurrente,True,82c01ce15b43
2847,2144,2025-11-28,presencial (mesero),bebidas calientes,infusión de manzanilla,2,32.73,65.46,para llevar,false,,nan,nan,nan,nan,2026-01-03,17:20:00,listo,tarjeta,pagado,187.24,29.96,217.2,16.0,,recurrente,False,7b69759630f8
352,1147,2026-07-23,página web,bebidas calientes,chocolate caliente,2,39.85,79.7,para llevar,false,,nan,nan,nan,nan,07-27-2026,20:00:00,listo,pago en línea,pagado,258.36,41.34,299.7,28.0,,frecuente,True,5ec1a0c99d42
1784,1721,2025-02-04,presencial (mesero),repostería,brownie,3,51.42,154.26,en el lugar,true,4.0,salón principal,grupal,2026-02-09,completada,2026-02-10,08:05:00,entregado,efectivo,pagado,334.6,53.54,388.14,33.0,5.0,frecuente,False,36790ecd55c2
3179,2284,2025-04-03,página web,café frío,café helado,3,42.01,126.03,en el lugar,false,6.0,nan,grupal,nan,nan,2025-10-16,12:45:00,cancelado,pago en línea,reembolsado,535.56,85.69,621.25,15,,frecuente,True,8f1f64db81c4
3053,2225,2025-04-06,presencial (mesero),bebidas calientes,chocolate caliente,3,44.77,134.31,para llevar,false,,nan,nan,nan,nan,2025-05-20,16:00:00,entregado,efectivo,pagado,474.56,75.93,550.49,20.0,,vip,False,0e17daca5f3e
951,1384,2025-04-15,página web,bebidas calientes,infusión de manzanilla,1,32.57,32.57,para llevar,false,,nan,nan,nan,nan,09 de may de 2026,11:35:00,entregado,pago en línea,pagado,193.64,30.98,224.62,33.0,3.0,frecuente,True,7902699be42c
140,1053,2026-07-21,página web,cafe caliente,capuchino,2,53.42,106.84,para llevar,false,,nan,nan,nan,nan,2026-07-30,09:50:00,entregado,pago en línea,pagado,215.2,34.43,249.63,28.0,3.0,frecuente,True,1d0ebea552eb
3709,2484,2025-12-13,página web,café frío,café helado,2,54.13,108.26,en el lugar,true,18.0,salón principal,pareja,2026-06-12,nan,2026-06-15,10:10:00,cancelado,pago en línea,pendiente,157.91,25.27,183.18,15,,vip,True,84a5092e4a5b
1867,1757,2026-01-26,presencial (mesero),café caliente,latte,2,32.16,64.32,en el lugar,false,2.0,salón principal,pareja,nan,nan,2026-08-13,20:00:00,entregado,transferencia,pagado,64.32,10.29,74.61,21.0,5.0,frecuente,False,9d693eeee1d1
1394,1563,2026-08-18,página web,café frío,cold brew,2,50.65,101.3,en el lugar,true,16.0,salón principal,pareja,2026-08-17,completada,2026/08/19,10:20:00,entregado,pago en línea,pagado,352.25,56.36,408.61,18.0,5.0,frecuente,True,bdd2d3af3a5a
3049,2224,2026-08-14,página web,café caliente,café de olla,3,38.56,115.68,en el lugar,false,16.0,salón principal,pareja,nan,nan,2026-08-17,15:25:00,entregado,pago en línea,pagado,188.1,30.1,218.2,28.0,3.0,frecuente,True,41e521adf8ae
3622,2454,2025-03-07,página web,café caliente,latte,2,-31.07,62.14,para llevar,false,,nan,nan,nan,nan,2025-11-10,18:25:00,entregado,efectivo,pagado,62.14,9.94,72.08,34.0,5.0,recurrente,True,c2356069e9d1
600,1249,2026-01-27,página web,café caliente,latte,3,48.53,145.59,para llevar,false,,nan,nan,nan,nan,2026-04-28,12:50:00,cancelado,pago en línea,reembolsado,256.4,41.02,297.42,15,,frecuente,True,d29d53701d3c
1035,1423,2025-02-23,presencial (mesero),bebidas calientes,chocolate caliente,1,41.34,41.34,en el lugar,false,19.0,terraza,grupal,nan,nan,2025/12/06,09:20:00,listo,tarjeta,pagado,239.85,38.38,278.23,35.0,,frecuente,False,65a699905c02
788,1322,2025-03-29,página web,alimentos,ensalada césar,1,92.19,92.19,en el lugar,true,8.0,salón principal,grupal,2025-12-09,cancelada,2025-12-12,09:05:00,entregado,pago en línea,pagado,404.65,64.74,469.39,17.0,3.0,vip,True,d6f0c71ef0c8
315,1133,2026-03-09,página web,repostería,pay de queso,3,48.16,144.48,para llevar,false,,nan,nan,nan,nan,2026-06-23,14:30:00,listo,pago en línea,pagado,144.48,23.12,167.6,720.0,,vip,True,31489056e091
1984,1800,2025-05-09,presencial (mesero),repostería,croissant,1,33.29,33.29,para llevar,false,,nan,nan,nan,nan,2025-08-13,09:00:00,entregado,transferencia,pagado,232.65,37.22,269.87,25.0,5.0,recurrente,False,749fc650cacb
388,1162,2025-10-13,página web,bebidas calientes,té verde,1,,36.57,en el lugar,false,2.0,zona de estudio,individual,nan,nan,2026-07-05,19:25:00,listo,nan,pagado,267.92,42.87,310.79,32.0,,frecuente,True,44c8031cb036
3430,2382,2026-06-22,página web,repostería,brownie,3,30.38,91.14,para llevar,false,,nan,nan,nan,nan,2026-08-05,12:35:00,entregado,pago en línea,pagado,260.12,41.62,301.74,14.0,1.0,frecuente,True,8e612bd1f5d1
313,1131,2026-06-04,presencial (mostrador),café frío,cold brew,1,56.82,56.82,en el lugar,true,5.0,zona de estudio,pareja,2026-07-10,cancelada,2026-07-12,11:35:00,entregado,tarjeta,pagado,56.82,9.09,65.91,9.0,5.0,frecuente,False,35135aaa6cc2
2058,1826,,página web,bebidas frías,jugo de naranja,3,39.13,117.39,en el lugar,true,16.0,terraza,grupal,2025-11-28,completada,2025-11-29,19:45:00,entregado,pago en línea,pagado,117.39,18.78,136.17,33.0,5.0,frecuente,True,2811745d7b8d
3263,2314,2025-08-29,presencial (mesero),alimentos,panini de jamón y queso,2,92.73,185.46,para llevar,false,,nan,nan,nan,nan,2026-03-30,20:40:00,entregado,tarjeta,pagado,341.97,54.72,396.69,13.0,3.0,frecuente,False,8c1f1046219d
333,1140,2025-11-29,presencial (mesero),alimentos,panini de jamón y queso,1,49.4,49.4,para llevar,false,,nan,nan,nan,nan,2026-05-12,10:25:00,entregado,transferencia,pagado,480.07,76.81,556.88,13.0,5.0,frecuente,False,968076be2e38
890,1362,2026-01-28,página web,café frío,frappuccino de caramelo,2,49.35,98.7,para llevar,false,,nan,nan,nan,nan,2026-04-12,17:40:00,entregado,pago en línea,pagado,632.36,101.18,733.54,44.0,4.0,recurrente,True,b4bbe448fde3
2296,1924,2025-01-29,página web,café frío,café helado,3,48.75,146.25,para llevar,false,,nan,nan,nan,nan,2026-06-12,09:15:00,en preparación,pago en línea,pagado,146.25,23.4,169.65,15,10.0,recurrente,True,434c9b5ae514
1589,1647,2025-09-27,página web,repostería,muffin de arándano,3,31.92,95.76,en el lugar,false,5.0,salón principal,individual,nan,nan,2026-04-19,12:00:00,entregado,pago en línea,pagado,201.6,32.26,233.86,39.0,5.0,frecuente,True,6f4b6612125f
1681,1682,2026-06-23,página web,café frío,frappuccino de caramelo,3,,157.35,en el lugar,false,5.0,zona de estudio,individual,nan,nan,2026-07-31,13:50:00,entregado,pago en línea,pagado,394.87,63.18,458.05,39.0,5.0,frecuente,True,27badc983df1
977,1397,2025-11-13,presencial (mesero),alimentos,sandwich club,3,64.69,194.07,en el lugar,true,5.0,terraza,pareja,2026-02-13,completada,2026-02-13,13:35:00,en preparación,transferencia,pagado,283.38,45.34,328.72,15,,frecuente,False,8241649609f8
1533,1622,2026-07-08,página web,repostería,brownie,500,35.03,70.06,para llevar,false,,nan,nan,nan,nan,2026-08-08,08:10:00,listo,transferencia,pagado,297.37,47.58,344.95,15,,frecuente,True,114bd151f8fb
1628,1662,2026-05-11,página web,alimentos,sandwich club,1,59.87,59.87,en el lugar,false,4.0,terraza,pareja,nan,nan,2026-06-15,07:20:00,entregado,pago en línea,pagado,367.52,58.8,426.32,9.0,2.0,frecuente,True,7559ca4a957c
1092,1445,2025-01-25,página web,café caliente,nan,1,29.87,29.87,en el lugar,sí,12.0,barra,pareja,2025-08-30,completada,2025-08-31,12:45:00,en preparación,transferencia,pagado,436.24,69.8,506.04,15,,frecuente,True,bbb965ab0c80
174,1068,,página web,café frío,frappuccino de caramelo,1,38.21,38.21,para llevar,false,,nan,nan,nan,nan,2026/05/12,13:20:00,entregado,pago en línea,pagado,111.97,17.92,129.89,29.0,2.0,frecuente,True,dbae772db290
933,1377,2025-04-06,página web,café caliente,capuchino,2,31.69,63.38,para llevar,false,,nan,nan,nan,nan,2026-04-13,09:20:00,entregado,pago en línea,pagado,334.69,53.55,388.24,27.0,5.0,nuevo,True,4e07408562be
